reviews,price,drink,dessert,service,customers,interior,view,parking,etc,trash
자몽 케이크가 너무너무 맛있어요,,,1,,,,,,,
커피값 디저트 값이 다른 곳보다는 비싸지만,1,1,1,,,,,,,
바다 뷰랑 푹신한 빈 백이 너무 편해서 비싸다는 생각도 딱히 안 드네요,,,,,,1,1,,,
뷰가 좋아요,,,,,,,1,,,
뷰가 좋아용,,,,,,,1,,,
뷰가 끝내 주네요,,,,,,,1,,,
바람 쐬고 힐링하기 딱 좋아요,,,,,,,1,,,
항상 시그니처 메뉴만 먹다가 웨이브 온 카페 라떼는 처음 먹었는데 너무 맛있더라구요,,1,,,,,,,,
뷰도 좋고,,,,,,,1,,,
커피랑 디저트도 퀄리티가 좋아서 자주 찾게 되는 거 같아요!,,1,1,,,,,,,
처음 와 봤는 데 뷰도 좋구 커피 맛도 좋구 사람만 좀 적었으면,,1,1,,1,,,,,
주차장 넓고,,,,,,,,1,,
관리하시는 분이 있어서 주차하기 편했어요!!,,,,,,,,1,,
유명한 만큼 사람들 많아서 자리 잡기 조금 힘들었는 데 그만큼 뷰는 이뻐요 사진도 잘 나오고.,,,,,,,1,,,
디저트도 맛있게 먹었어요…,,,1,,,,,,,
하지만 창가 바로 앞은 자리가 부족한 느낌이고,,,,,,,,,,1
손님이 많아서 조용한 분위기는 아니에요,,,,,1,1,,,,
의자도 쿠션이 없어서 조금 불편했어요,,,,,,1,,,,
뷰가 이쁜 카페 흑임자 크림 우유도 맛있어요,,1,,,,,1,,,
카페 넘 이뻐요!,,,,,,1,,,,
분위기 좋아요,,,,,,1,,,,
뷰 말고 특별한 거 없어요,,,,,,,1,,,
딱 뷰만 좋은?,,,,,,,1,,,
실내는 협소하고 답답한 느낌이 많아요,,,,,,1,,,,
사람 많을 때는 더욱 주문 받는 남자 직원 분 불친절한 정도?,,,,1,1,,,,,
커피 빵은 그럭저럭.,,1,1,,,,,,,
뷰가 너무 좋아요,,,,,,,1,,,
뷰가 너무 이뻐요,,,,,,,1,,,
뷰가 멋져요,,,,,,,1,,,
경치 구경하기 바빴어요!,,,,,,,1,,,
주말 방문이라 엄청 사람 많아서 정신 없었지만,,,,,1,,,,,
힐링했어요!,,,,,,,,,,1
단호박 맘모스 빵 맛있어서 다른 분들도 꼭 드셔 보셨으면 해요,,,1,,,,,,,
기장 끝 집 갔다가 우연히 들렀는데 진짜 좋네요,,,,,,,,,,1
부산에서 느끼는 제주 바이브,,,,,,,,,,1
포토존도 많고,,,,,,1,,,,
바다뷰를 보며 음료도 마실 수 있어 좋았어요,,1,,,,,1,,,
뷰도 좋은데,,,,,,,1,,,
맛 잇기까지해서 대만족햇어요,,,,,,,,,,1
뷰도 좋고,,,,,,,1,,,
커피도 괜찮아요.,,1,,,,,,,,
탁 트인 바다 보며 힐링하기 좋은 곳입니다,,,,,,,1,,,
이런 뷰에 커피 너무 좋죠,,,,,,,1,,,
언제 가도 좋은 피크 스퀘어 행복한 시간이였어용,,,,,,,,,,1
주차장이 굉장히 넓고 좋습니다,,,,,,,,1,,
음료 먹는 쪽과 주문하는 쪽이 구분이 돼 있어요,,,,1,,,,,,
바닐라 크림 라떼 먹었는데 맛있네요,,1,,,,,,,,
바다뷰를 보면서 멍 때리기 좋은 곳입니다!!,,,,,,,1,,,
뷰가 정말 멋져요,,,,,,,1,,,
음료 가격 나쁘지 않고,1,1,,,,,,,,
디저트는 좀 비싸지만 맛이 뛰어납니다,1,,1,,,,,,,
뷰 보고 갔는 데 커피도 빵도 너무 너무 맛있었어요,,1,1,,,,1,,,
뷰도 예쁘고 앙 버터 바게트 진짜 맛있어요,,,1,,,,1,,,
인스타에서 보고 너무 예뻐서 부산 여행 코스에 넣었는데,,,,,,,,,1,
너무예뻐서 남편이랑 건축가가 직접 카페하려고 지은 집 아니냐며 감탄했어요,,,,,,1,,,,
주변에 카페가 엄청 많던데 여기가 원 탑인 거 같아요,,,,,,,,,1,
커피랑 음료 맛은 쏘쏘했어요!,,1,1,,,,,,,
인테리어 깔끔하고,,,,,,1,,,,
바다뷰라 좋았어요,,,,,,,1,,,
음료는 맛있는 데 빵이 조금 아쉬웠어요,,1,1,,,,,,,
커피가 맛있어요,,1,,,,,,,,
분위기도 최고네요,,,,,,1,,,,
뷰 이뻐서 사진 찍기 좋아요,,,,,,,1,,,
저녁에 갔는데도 사람은 많았어요,,,,,1,,,,,
그리고 커피가 생각보다도 더 맛있었어요,,1,,,,,,,,
뷰도 진짜 좋아요,,,,,,,1,,,
앙 버터 맛집입니당 꼭 드세여,,,1,,,,,,,
실내 가구 배치도 센스 있게 잘 하시고,,,,,,1,,,,
내부 인테리어나 건물 구조 모두 이쁘네요,,,,,,1,,,,
특히 야외 테라스에서 내려 보는 바다와 파도치는 소리는 일품입니다,,,,,,1,1,,,
주말 2시 쯤 갔는 데 주차장에 차가 만 차였습니다 몇 바퀴 돌다가 겨우 들어갔어요..!!,,,,,,,,1,,
안에 사람두 많구 좌석이 많진 않았습니다!,,,,,1,,,,,
날씨가 좋아서 야외에 앉으니깐 시원하구 너무 좋드구요,,,,,,1,,,,
청귤티가 엄청 맛이 진해서 맛있고 저는 괜찮았는데 부모님은 좀 달다고 하셨어요!!,,1,,,,,,,,
바닐라 크림 라떼가 시그니쳐였는데 제가 먹은 것 중에 최고로 맛있었습니다 남김 없이 다 먹었어요,,1,,,,,,,,
크림이 정말 맛있어요,,1,,,,,,,,
몽블랑도 바닐라 맛이 나면서 정말 맛있습니다!!,,,1,,,,,,,
뷰가 좋아서 갔는 데 커피랑 빵이 너무 맛있어서 만족했어요,,1,1,,,,1,,,
커피랑 앙 바게뜨 정말 딱 맛있어요.,,1,1,,,,,,,
가격이 아깝지 않네요.,1,,,,,,,,,
분위기도 좋아요,,,,,,1,,,,
지금 이 시대에 와이파이 안 되는 카페가 있을까요?,,,,1,,,,,,
뷰도 좋고,,,,,,,1,,,
직원 분들도 친절하시고 다 좋은데,,,,1,,,,,,
직원 공간만 와이파이가 있고,,,,1,,,,,,
손님 앉아 있는 동은 와이파이가 아예 안 터져서 잠깐 일하러 왔으나 제대로 하지도 못 했네요.,,,,1,,,,,,
문의해 보니 설치를 안 하셨다고 하시는 데 다른 분들도 참고 하시고 가세요.,,,,1,,,,,,
커피 맛있게 잘 먹었어요,,1,,,,,,,,
바닐라 크림 라떼 맛있어요 부드럽고 크리미 한 다방 커피 맛이에요,,1,,,,,,,,
뷰가 엄청 좋아서 오래 머물고 싶어지는 곳,,,,,,,1,,,
기장핫플,,,,,,,,,1,
피크스퀘어 바다뷰 너무 좋네요!,,,,,,,1,,,
포토 존에서 사진 꼭 찍으세용!,,,,,,1,,,,
매장 좁고 테이블 너무 불편하고 다닥다닥 붙어 있어요,,,,,,1,,,,
넘 예뿜,,,,,,,,,,1
바닐라 크림 라떼 넘마싯고 디저트도 존 맛이에요,,1,1,,,,,,,
잘 먹고 갑니다,,,,,,,,,,1
뷰도 좋고,,,,,,,1,,,
커피도 맛있어요,,1,,,,,,,,
제주 감성,,,,,,1,,,,
뷰가 좋아요,,,,,,,1,,,
커피도 맛있어요,,1,,,,,,,,
뷰가 좋은 줄은 알고 있었는 데 음료가 기대 이상이에요!,,1,,,,,1,,,
빵도 먹어 보고 싶었지만 배불러서 못 먹어서 아쉬웟어요,,,1,,,,,,,
커피 맛있고,,1,,,,,,,,
청귤티 먹었는데 이런 유명한 카페에서 음료도 맛있고,,1,,,,,,,,
뷰는 더더욱 좋고 재방문 또 하고 싶네요,,,,,,,1,,,
바쁘다고 불친절하네요,,,,1,,,,,,
쳇 그리고 전부 다 달아요 너무 마니 마니 마니 엄청 심각하게 설탕 덩어리 당 올 거 같아요,,1,1,,,,,,,
포스기에서 계산하시는 알바생 남자분 중 단발머리에 팔 양쪽 다 문신 정말 불친절하시고 퉁명스럽네요 손님이 죄 졌나요?,,,,1,,,,,,
처음 응대부터 모든 것이 불친절해서 외국인 친구 데리고,,,,1,,,,,,
관광 왔는데 제가 다 민망할 정도였네요,,,,1,,,,,,
다시는 가고 싶지 않은 곳.,,,,1,,,,,,
최악 중에 최악.,,,,1,,,,,,
알바생 교육 다시 시키든지 물갈이 하셔야겠네요...,,,,1,,,,,,
어차피 한 번 올 사람들이겠지만 그 딴 식으로 응대하면 좋던 기분도 다 망치죠,,,,1,,,,,,
커피도 빵도 다 맛없음.,,1,1,,,,,,,
어차피 맛 보고 간 것도 아니었지만 다 기대 이하.,,,,1,,,,,,
뷰는 말할 것도 없고,,,,,,,1,,,
실내 디자인이 특이해요.,,,,,,1,,,,
그 공간에 좌석을 더 놨을 수도 있는 데...,,,,,,1,,,,
멋진 공간 배치에 엄지 척 커피도 맛있습니다,,1,,,,1,,,,
요즘 카페 참 선수 입니다. 경관 분위기 맛 어느 것 하나 빠지는 것이 없네요.,,,,,,1,1,,,
가는 길에 대변항 쪽 구경하는 것도 재밌었구요.,,,,,,,1,,,
잘 들렀다 갑니다.,,,,,,,,,,1
넘 좋았어요,,,,,,,,,,1
뷰 맛집,,,,,,,1,,,
뷰 끝내 주는 까페 탁트인 까페 산딸기 퀸 아 망 특이한 조합 커피도 굿,,1,,,,,1,,,
뷰가 너무 좋아요! !,,,,,,,1,,,
너어어어무 이뻐요!,,,,,,,,,,1
바다가 바로 앞에 있는 카페.,,,,,,,1,,,
밤에는 조명에 비쳐진 바다만 볼 수 있지만,,,,,,,1,,,
낮 밤 관계 없이 바다는 볼 수 있다는 점!,,,,,,,1,,,
야외 사진 넘넘 잘 나옴,,,,,,,1,,,
평일에 가서 조용햇고 좋은 시간 보내구 왓어요,,,,,,,,,1,
음료 맛 잇구요,,1,,,,,,,,
빵이 내 스타일,,,1,,,,,,,
주차장 넉넉하구 어둡기 전에 가는 걸 추천!,,,,,,,1,,,
커피보다 바다뷰가 맛집입니다.,,,,,,,1,,,
왜 유명한지 알겠어요,,,,,,,,,1,
주차 자리는 부족하지만 관리하시는 분이 친절하게 안내해 주시니 기다리면 됩니다.,,,,,,,,1,,
음료는 그냥 그랬고,,1,,,,,,,,
베이커리는 먹을 만했습니다.,,,1,,,,,,,
뷰가 압도적인 카페입니다.,,,,,,,1,,,
뷰가 좋아요,,,,,,,1,,,
평일이라서 조용하고 좋았어요,,,,,,1,,,,
뷰도 좋고,,,,,,,1,,,
커피도 맛있어요,,1,,,,,,,,
커피,,,,,,,,,,1
고뷰가 너무 좋아요,,,,,,,,,,1
몇 년 전에 왔었는데 리모델링해서 더 좋아진 거 같아요,,,,,,1,,,,
사진 찍기 너무 좋아요,,,,,,1,,,,
사람 많이 오는 것이 함정,,,,,1,,,,,
담엔 제대로 와서 사진 찍고 싶어여,,,,,,,,,,
뷰가 너무 좋아요,,,,,,,1,,,
커피도 맛있어요,,1,,,,,,,,
주차 자리 공간은 없었지만,,,,,,,,1,,
카페 안 자리는 생각 뷰 다 많았어요,,,,,,,,1,,
핸드드립 커피 깔끔했고,,1,,,,,,,,
바닐라 크림 라떼는 양이 좀 적고 많이 달아서 커피 맛은 거의 안 느껴졌지만 마실 만했어요.,,1,,,,,,,,
얼그레이갸또가 넘 진해서 맛있게 먹음,,1,,,,,,,,
카페 통유리 바다뷰가 넘 이쁘고 곳곳이 스팟인!,,,,,,,1,,,
말없이 한 손으로 카드 달라고 손 까딱 거리셔서 기분 나빴습니다.,,,,1,,,,,,
영수증도 한 손으로 주시고,,,,1,,,,,,
전반적으로 퉁명스럽고 불친절했습니다.,,,,1,,,,,,
뷰가 좋아요,,,,,,,1,,,
무화과감빠뉴 담백하고 맛있었어요,,,1,,,,,,,
건물도 뷰도 멋있네요,,,,,,1,1,,,
뷰가 넘 이뻐요,,,,,,,1,,,
얼그레이갸 또 맛있어요,,1,,,,,,,,
오픈 런하니까 주차도 널널하고,,,,,,,,1,,
자리도 여유로워서 좋았어요,,,,,1,,,,,
계산하는 분 말 한마디 안 하네요,,,,1,,,,,,
표정 좀 피란 말은 안 하는 데 사람 말하는 데 대답도 안 하고,,,,1,,,,,,
손가락에 카드 끼워서 주고 다시는이 아니라 두 번 다시는 안옴,,,,1,,,,,,
좌석 너무 불편하고 너무 추움의 자랑 테이블 높이가 똑같음,,,,,,1,,,,
호텔 조식 양이 부담스러워서 검색해서 찾아왔는데 너무 좋네요,,,,,,,,,1,
가볍게 먹으려했는데 샌드위치 양이 장난 아니네요,,,1,,,,,,,
채소 가득 소스 적당 치아바타 바삭 맛있는 샌드위치의 정석입니다,,,1,,,,,,,
커피도 맛있어요,,1,,,,,,,,
여기 샌드위치 먹으러 자주 와요!!,,,1,,,,,,,
채소도 신선하고 양도 많아서 먹고 나서 든든해요,,,1,,,,,,,
양 많아도 채소가 많아서 더부룩하지도 않고 딱 좋아용,,,1,,,,,,,
깔끔하고,,,,,,1,,,,
공간이 넓어서 간단한 브런치 먹기에 너무 좋아요,,1,1,,,1,,,,
따뜻한 느낌!,,,,,,1,,,,
음식은 먹고 나서 리뷰할게요,,,,,,,,,,1
항상 마린시티 오면 브런치 먹으러 들리는 곳입니다.,,1,1,,,,,,,
재료들이 너무 신선하고,,,,,,,,,,1
정 빌 정말 맛있습니다.,,,,,,,,,,1
강추 합니다,,,,,,,,,,1
매장 넓고 쾌적하고,,,,,,1,,,,
음료도 맛있어요!!,,1,,,,,,,,
아침 일찍 열어서 여행 때 아침 겸 먹기 좋아요,,,,,,,,,,1
채소 가득한 가성비 갑 샌드위치 추천!!!,,,1,,,,,,,
트러플 감자 수프도 진해요,,,1,,,,,,,
우연히 테이크아웃 한 샌드위치를 먹어 보고 맛있어서 찾아왔어요.,,,1,,,,,,,
매장이 넓고,,,,,,1,,,,
직원 분들 친절하시네요.,,,,1,,,,,,
재료들이 신선하고 맛있어요.,,,1,,,,,,,
양도 많은 편이구요.,,,1,,,,,,,
요트 경기장 올 때마다 먹는 가게에요!,,,,,,,,,1,
제가 먹어 본 샌드위치 중에 젤 맛있어요!!,,,1,,,,,,,
일반적인 샌드위치랑 달리 치아바타 빵을 써서 더 맛있고,,,1,,,,,,,
소스가 맛있어요!,,,1,,,,,,,
야채도 많아서 좋아요,,,1,,,,,,,
요트 타러 가기 전에 들렸는 데 샌드위치 너무 맛있어요,,,1,,,,,,,
재료가 신선하고,,,1,,,,,,,
양도 엄청 푸짐해서 한 끼 식사로도 충분할 거 같아요,,,1,,,,,,,
멋진 매장과 맛있는 브런치.,,1,1,,,,,,,
재료가 신선하고,,,1,,,,,,,
내용도 실해요!,,,1,,,,,,,
분위기와 맛 모두 좋은 브런치 카페 추천 합니다,,1,1,,,1,,,,
마린시티 브런치 맛집 마린시티에서 브런치 먹고 싶음 무조건 여기로 달려가야죠,,1,1,,,,,,,
종류도 다양하고,,,,,,,,,,
샌드위치 샐러드 다 다 맛있어요!,,,1,,,,,,,
감자 수프도 추운 날 뜨끈하게 먹기 좋아요 샌드위치 뿐 아니라 커피도 맛있어서 은근 커피 맛 딥이네요!,,1,1,,,,,,,
브런치 모임하기 좋은 곳!,,1,1,,,,,,,
매장도 넓고 지금 크리스마스 분위기 뿜뿜이라 기분 좋게 먹고 갑니다,,,,,,1,1,,,
해운대나 마린시티 여행 호캉스 오신 분들에게도 추천,,,,,,,,,1,
마린시티 브런치 맛집으로 유명한 카페 리본 분위기 일단 미쳤구요 호텔 라운지 같음 샐러드도 진짜 맛있어요 샌드위치는 몇 가지 먹었는 데 다 맛있구요 리본 샌드위치에 반해서 포장해 갑니다,,1,1,,,,,,,
맛잇아용,,,,,,,,,,1
빵이 맛있어요,,,1,,,,,,,
좀 비싸요,1,,,,,,,,,
맛 잇어요,,,,,,,,,,1
견과 듬뿍이 먹고 싶어 갔는 데 없네요,,,1,,,,,,,
다음엔 좀 더 일찍 가 봐야겠어요,,,,,,,,,,1
대파 바게트가 진짜 대애애애박 맛있어요 정말 맛나요,,,1,,,,,,,
추천 빵집 검색돼 방문 맛나게 냠냠,,,1,,,,,,,
언제나 친절하게 맞아 주시는 태성 당 직원 분들..,,,,1,,,,,,
빵 맛있는 건 말해 뭐 합니까 입만 아프지..,,,1,,,,,,,
덕분에 힘들 때마다 종종 태성 당 빵으로 힐링해요,,,1,,,,,,,
감사합니다!!,,,,,,,,,,1
맛있게 먹었습니다,,,,,,,,,,1
부산 명물 파이만쥬 아침 밥 대신 호로록 가격 대비 무난,1,,1,,,,,,,
말차메론 빵이 진심 J,,,1,,,,,,,
집 가는 길에 순 삭 해 버림,,,,,,,,,,1
생크림은 동생이 먹어서 모르겠구요,,,1,,,,,,,
말차 단팥도 말차 크림 많고,,,1,,,,,,,
팥도 맛있었어요!!,,,1,,,,,,,
파이만쥬는 콘이 젤 맛있더라구용 달달 구리한 것이 담에 부산 또 가면 또 사 갈 듯 해요,,,1,,,,,,,
다른 빵도 사 보고 싶네용,,,1,,,,,,,
단팥빵 진짜 맛있어요 너무 달지도 않고 딱 좋은 거 같아요!,,,1,,,,,,,
직원 분들도 친절하시구요,,,,1,,,,,,
부산역 태 성당,,,,,,,1,,,
아빠 단팥빵,,,1,,,,,,,
지난번 KTX 부산 역사 내에서 판매하는 파이만쥬 맛보고,,,1,,,,,,,
할미 입맛인 제게 너무나 취향저격이었던지라 이번엔 일부러 1950 태 성당 매장을 찾아갔어요.,,,1,,,,,,,
좌석이 두 개밖에 없었지만 다행히 한자리 벼 있어서 커피와 빵 먹고 갈 수 있었네요.,,1,1,,,,,,,
대파 빵 말차 크림 빵 너무 맛있었구요,,,1,,,,,,,
유럽의 아침이라는 이름의 샌드위치는 비쥬얼과 이름에 비해 맛은 평범,,,1,,,,,,,
파이만쥬는 역시나 맛있어서 선물용으로 두 세트 더 사서 나왔어요.,,,1,,,,,,,
직원 분들도 친절하시고,,,,1,,,,,,
매장도 깨끗하고 먹고 간다고 하니 접시 포크 티슈 챙겨 주시고 편안하고 맛있게 먹고 왔습니다,,,,1,,,,,,
선물하기죠음 소보로 같으면서 안에 팥과 이것저것 들어감 콘은 맛이 별루,,,1,,,,,,,
인터넷에서 보던 대로 도넛과 만쥬메뉴가 유명하고,,,1,,,,,,,
친절하세요,,,,1,,,,,,
생크림도너스 추천이요,,,1,,,,,,,
만쥬 맛있어요,,,1,,,,,,,
부산 여행 와서 파이만쥬 맛있네요,,,1,,,,,,,
서울에 선물용으로 가져가기 딱 좋았어요.,,,1,,,,,,,
옛날 스타일 빵이 맛있어요,,,1,,,,,,,
오픈하자마자 빵 사러 갔어요,,,1,,,,,,,
오전 단발머리 빵 포장하는 젊은 여자 분 불친절해요.,,,,1,,,,,,
멀리서 갔는데 참 실망입니다.,,,,1,,,,,,
블로그에서 맛있다고 해서 갔는 데 빵 맛도 특별하지 않은 것 같아요.,,,1,,,,,,,
직원 분 때문인지,,,,1,,,,,,
크림이 듬뿍 들어 맛있어요,,,1,,,,,,,
크로와상 맛있어요,,,1,,,,,,,
초량역 근처 명성 있는 빵집인 것 같아 들렸어요.,,,,,,,1,,,
대표 시그니처 메뉴들이 있었구요,,,,,,,,,,1
그 중에 도나스와 생크림 도너츠 골랐습니다.,,,1,,,,,,,
우유 생크림 도나츠 너무 맛있었어요!!,,,1,,,,,,,
간단한 선물용 좋네요,,,1,,,,,,,
부산에서 태어나고 자란 내가 가장 많이 먹었던 것은 생도너츠,,,,,,,,,,1
흰 앙금 과자,,,,,,,,,,1
물 떡,,,,,,,,,,1
서울 유명 제과점에도 생도너츠가 있지만,,,1,,,,,,,
이상하리도 생도너츠는 부산에서 먹는 것이 맛있었다,,,1,,,,,,,
헷 만쥬 꿀맛탱 선물하기도 좋고 조용하게 대화하면서 케익 먹기 좋았어요!!,,,1,,,,,,,
케익은 맛있는 데 가격 대비 작고 별로 안 친절함 뭐가 맛있냐고 물어봤는 데 취향에 따라 갈린다 하고 끝,1,,1,1,,,,,,
분위기는 좋은데 추워요,,,,,,1,,,,
의자가 불편해요,,,,,,1,,,,
초코 조각 케이크 맛있는 데 포장 안 되서 아쉬워요,,,,1,,,,,,
카라멜 바나나 케이크 꼭 먹어 보세요. 진짜 존 맛입니다.,,,1,,,,,,,
통유리로 돼 있어서 밖을 내려다볼 수 있어서 좋았어요.,,,,,,,1,,,
분위기도 너무 이뻤어요!!,,,,,,1,,,,
조각 케이크 종류도 괜찮고,,,1,,,,,,,
케이크 맛집!,,,1,,,,,,,
디저트가 늠나 맛있는 곳,,,1,,,,,,,
맛있고 예뻐용,,,,,,,,,,1
디저트 존맛탱,,,1,,,,,,,
꼭대기에 위치하고 있는 탑 플로어,,,,,,,1,,,
커피는 조금 연해요,,1,,,,,,,,
케이크는 정말 맛있습니다,,,1,,,,,,,
초코 딸기 케이크 무조건 드세요,,,1,,,,,,,
분위기도 아늑해서 다음에 또 방문하고 싶어요!,,,,,,1,,,,
딸기 쉐이크가 맛있어요,,1,,,,,,,,
케이크 가격 사악하지만 정말 맛있게 잘 먹었습니다,1,,1,,,,,,,
맛있어여,,,,,,,,,,1
디저트 맛있어요,,,1,,,,,,,
케이크 맛집!! 여러 개 쟁여서 집에서 와구와구 먹고 싶어요,,,1,,,,,,,
딸기 철이 돌아와 운 좋게 초코딸기를 먹을 수 있어서 넘 기뻤어요!,,,1,,,,,,,
케이크 말해 모해 다음에 여러 개 포장해야겠어요...,,,1,,,,,,,
그런데 조금 아쉬웠던 건 화장실이 조금 깨끗했으면 좋겠고,,,,1,,,,,,
세면대랑 주방 공간이 문으로 분리가 됐으면 더 좋았을 것 같다고 개인적으로 생각합니다,,,,1,,,,,,
디저트 음료는 다 맛있고 좋았어요,,1,1,,,,,,,
남포 케이크 맛집 처음에 무화과 케이크 먹어 보고 촉촉한 시트와 부드럽고 달달한 크림에 반해서 이제 남포 갈 때마다 생각나서 들르는 곳이에요,,,1,,,,,,,
이번엔 딸기 케이크가 나와 있어서 초코딸기 먹었는 데 말해 뭐 해 진짜 존 맛이었습니다,,,1,,,,,,,
부산 여행하다 근처 카페가 가고 싶어 들어간 곳인데 다음에 부산 가게 된다면 또 방문하고 싶을 정도로 좋았어요!,,,,,,,,,1,
조용하고,,,,,,1,,,,
음악 좋고,,,,,,1,,,,
디저트 맛있고,,,1,,,,,,,
음료까지!!,,1,,,,,,,,
스콘에 케이크 종류가 여러 가지라 디저트 좋아하시는 분들은 꼭 가 보시면 좋을 것 같아요!!!!,,,1,,,,,,,
더군다나 케이크가 너무너무 맛있어요!!!!!!,,,1,,,,,,,
